Saint George Killing the Dragon,323.mp3,"""Leslie Baum:  Hi. My name is Leslie Baum, and I am a painter and an art educator here at the Art Institute. We are looking at a painting called ""St. George Killing the Dragon,"" and it is a very dramatic painting with a lot of action in it. <audio clip begins> First you might notice the very ferocious dragon in the lower corner with his exposed teeth and his curling pink tongue and his long tail. And then you'll see St. George on the white horse and the princess in her pink robes standing outside on top of a cave. So here we have our three major players in the story. Beyond the princess, you'll see a castle and castle walls and gardens and a moat and all the villagers locked up, safe and snug, from the dragon. And way in the top balcony, you'll see the queen and the king looking so worried for their beloved daughter. She's probably no more than 15 or 16 years-old. But look at her face. She's so serene and calm. If you were to meet a dragon, would you be so calm? I think this could be like a Hollywood action film. You have everything you need, but it's just in a single paining.
Audio Clip:  Like a lot of Hollywood films, this painted story of St. George had sequels. It was once surrounded by other paintings that told further adventures in the exciting life of the saint. <audio clip ends>"""
The Family Concert,324.mp3,"""<audio clip begins> It might be hard to believe, but once upon a time there was no recorded music. If you wanted to hear some music around your house, you had to make it yourself. This painting is called ""The Family Concert."" When it was made in the 1600s, many paintings from Holland showed happy families playing together like this. <audio clip> Well, maybe they're not so happy. Those pets up front aren't getting along too well. And look at that little boy behind the cat. He's playing the cello, but look at what he's using. It's a long clay pipe, not a cello bow. What a racket. How about your family? If they had a concert, what would it sound like? What kind of music does everyone in your family enjoy? What would it sound like if everyone played their favorite music together? <audio clip ends>"""
Head of Medusa,325.mp3,"""<audio clip begins> Salutations. I am Medusa. Please observe my hairstyle. Each strand of my soft curls is a snake. Once, if you were foolish enough to take just one glance at my face, it would turn you into stone. They called me a monster, but I could not help myself. I was born that way. Not one kiss for me, only despair and loneliness. But then, one day a handsome hero came to visit me. His name was Perseus. In one hand he held a shiny shield and in the other a sword. He turned his back to me and he saw my face reflected in the mirror of his shield. He was safe. He did not turn to stone. So then, you might ask, what then? He sliced off my head. <audio clip> The great Medusa was vanquished. <audio clip ends>"""
Acrobats at the Cirque Fernando (Francisca and Angelina Wartenberg),326.mp3,"""Narrator:  <audio clip begins>
Audio Clip:  And another round of applause for our lovely young acrobats.
Narrator:  Looks like we just missed this act at the circus. These girls must have looked really pretty performing together in their golden ribbons and spangley costumes. Even their boots are gold. They look like they could be sisters. Back in the 1870s, it was unusual for anyone to paint a picture of circus girls like these. It wasn't a picture of a king or a god or a battle, just people having fun.
Audio Clip:  Once again on the left, Francisca Wartenberg and on the right her little sister, Angelina, pride of the Circus Fernando.
Narrator:  They are sisters. I wonder what all those   oranges are doing there, though. Maybe they did some juggling?
Audio Clip:  Thank you again, ladies and gentlemen, for showing your appreciation. So many oranges. What a luxury for these girls.
Narrator:  Oh. The audience is tossing them oranges as a special treat. Oranges used to be so expensive. Each one came individually wrapped in tissue paper like a present. No wonder Angelina is filling up her arms with one, two, three-- five oranges. Wow. Being a kid in the circus must be fun. I bet they never have to go to school.
Audio Clip:  If you missed our young ladies here this evening, you can see them six times a day and seven times on Saturday for the rest of the summer here at the Circus Fernando.
<audio clip ends>
Narrator:  On second thought, I think I'd rather go to school."""
The Bedroom,328.mp3,"""Kerry James Marshall:  My name is Kerry James Marshall and I am an artist who lives in Chicago.
Narrator:  Kerry James Marshall stood here on this same spot to look at this painting by Vincent Van Gogh.
Kerry James Marshall:  For me, what I like about Van Gogh is the boldness of his color, the surface, the richness of the paint.
Narrator:  Let's move in closer and check it out.
Kerry James Marshall:  The paint is sort of laid on really thick, and it's laid on not just thick but laid on in short hatch marks and strokes, and you know, those strokes are not blended together.
Narrator:  Painters before Van Gogh brushed on their paint colors so carefully that their canvases were as smooth as glass. They wanted you to forget you were looking at paint. But not Van Gogh. Now step back a little. Van Gogh thought very carefully about what colors he painted next to other colors. He picked colors that would kind of bump up against each other and make us pay attention. Which colors look like that to you? Van Gogh thought this painting would be peaceful and relaxing to look at. Do you think he was right?"""
Golden Bird,329.mp3,"""Narrator: Does this gleaming sculpture remind you of any animal? The artist, Constantin Brancusi, liked this animal so much he made almost 30 other sculptures that look like this one. Can you see the animal yet? I'll give you a hint. <audio clip> It's a bird. Don't quite see it? That's okay. Brancusi wasn't trying to make this sculpture look exactly like a bird, but to feel like one instead. He wanted to capture the ""birdyness"" of a bird, <audio clip> just the way music can remind you of a real bird without sounding exactly like one. Brancusi's bird is singing. Walk around and look at the middle of the sculpture. It swells out like the bird has just taken a big breath. Now look up at the very top. The bird's head is tipped back with its mouth open ready to sing. <audio clip> Brancusi also made the pedestal his shiny bird sits on. He thought this base was just as important as the sculpture on top. Why do you think he chose those shapes and materials to hold up his singing bird?"""
Personages with Star,330.mp3,"""<music plays>
Narrator:  Artist Joan Miró wanted his paintings to be fun to look at and he had fun making them.
Karl Wirsum:  So one of the places I would start here would be finding the thumbs up sign in this one.
Narrator:  That's Karl Wirsum, he's a Chicago artist who also likes to have fun.
Karl Wirsum:  This painting feels real good about itself by having the thumbs up and it looks like the old game of pick-up sticks where you kind of throw things down and there's this kind of pattern on the floor.  There are some artists that will cut out pieces of paper and they just kind of throw them on the ground and then that'll be the composition.
Narrator:  See if you can find other parts of people or other more fantastic creatures.
Karl Wirsum:  I kind of think of them as not being anchored to the earth in any way and just kind of floating around, bouncing off the top of the frame there, the top of the painting and the kind of bouncing back a little bit.
Narrator:  As you keep looking, you might see more hands or feet or faces but Miró keeps you guessing, he painted them so you can't be sure which parts belong to which creature."""
Untitled (Soap Bubble Set),331.mp3,"""Narrator:  It might take a minute to let your eyes get used to the darkness in this room but when they do, you'll be able to see the wonders contained in this little box made by Joseph Cornell.
Leslie Baum:  I'm sure all of you have a collection of something at home that you like and Joseph Cornell was just like that.
Narrator:  That's Leslie Baum, she's an artist who teaches about art here at the museum.
Leslie Baum:  First you might notice that there is a yellow ball that seems to be hovering in the sky and on closer looking you will see it's resting on these skinny, slender metal bars.  And behind it is a picture of a moon and what I love is how this very simple humble ball that's probably made of cork looks like the moon.
Narrator:  Joseph Cornell made lots and lots of boxes like this, some of them, like this one were meant to be picked up and played with.
Leslie Baum:  You can imagine taking it off the wall and holding it in your hands and gently tilting it from side to side and the ball would roll.
Narrator:  But look closer and you'll see that some things like the goblet or the broken pipe are nailed to the bottom.
Leslie Baum:  I love them too because they're full of wonder and you can look at them and imagine Joseph Cornell's dreams and maybe your own dreams too.
Narrator:  If you made a box, what would it look like?"""
Greyed Rainbow,332.mp3,"""Narrator:  Try tilting your head sideways to the left or to the right as you look at this painting.  Or maybe you can twist around so you're looking at the painting upside down.  Can you find a top or a bottom?  It's not so easy, is it?  That's because the artist, Jackson Pollock created a new way of painting.  He started by taking his blank canvas off the wall and throwing it flat on the floor.  That way, he could walk around all four sides to paint.  Now here's where we get to paint too.  Pick one line in the painting.  Got one?  Now see if you can trace that line in the air with your finger as it twists, squiggles and spatters.  Jackson Pollock did almost the same thing, he took a stick and dipped it into a bucket of paint then he leaned out over the canvas and flicked and dripped and threw the paint across it.  Go ahead, see how it feels.  When he painted, it looked a little like a dance or maybe a boxing match where he was the only fighter.  Now step back and look at the finished painting, it isn't a picture of anything that Jackson Pollock saw, it's a picture of what he did.  Pollock said he wanted to be in his paintings.  Can you still see him?"""
Nighthawks,351.mp3,"""Woman 1:  This painting is titled Nighthawks by Edward Hopper.  Nighthawks are birds that fly around at night like owls and people who like to go out at night or stay up late are sometimes called nighthawks.
Man 1:  This painting looks like it's the middle of the night, the sidewalks are empty, there's no traffic and the stores in the background are closed.  So do you think this was painted recently or some time ago?  Let's see if we can tell by looking at some things in the diner.  Let's take five seconds.
Woman 1:  The coffee cups look the same as today and the napkin dispensers, the salt and pepper shakers and the stools at the counter, but the sign at the top of the painting for five cent cigars tells us this is an old painting.  Hopper painted it in 1942 more than 70 years ago.
Man 1:  Hopper loved the theater and the movies, especially how they used lighting to create dramatic effects.  How do you think he uses lighting to create the mood of this painting?  I think it looks like a scene from a play that we're watching through the window.  I wonder what the artist was thinking when he painted it.
Woman 1:  Why don't we ask the people in the painting, they might know?  Excuse me, we couldn't help but notice that even though there are a few people in the restaurant, no one seems to be talking to or looking at each other.
Man 2:  Well, that's how Hopper wants us to look.  Hey, Joe, how about another cup of coffee for me and the lady?
Joe:  Yes, sir, coming right up.
Josephine:  We're in New York, you know, in Greenwich Village, it's a big city full of people but sometimes it can feel kind of lonely.  I think that's what my husband was painting.
Man 1:  Your husband?  You're married to the artist Edward Hopper?
Josephine:  Yes, he often used me as a model in his paintings.  My name's Josephine.
Woman 1:  Thanks for talking to us.
Man 1:  Nighthawks is one of the most famous paintings in the Art Institute and I think one of the most mysterious.  What do you think?"""
The Herring Net,352.mp3,"""Man 1:  Did you ever help your dad or mom do a job around the house?  Well I bet you never did anything as exciting as the young man on the left.
Woman 1:  It looks like he's fishing, see the net with the fish?
Man 1:  Right.  The two of them are catching herring and the title of this painting is The Herring Net, but they're not fishing for fun, it's their job and it wasn't easy.  Artist Winslow Homer painted this over 100 years ago, it takes place in the waters off the coast of the State of Maine.
Roswell Googins:  You know, I can tell you all about that painting.
Woman 1:  What?  Who are you?
Roswell Googins:  Name's Roswell Googins and when I was a boy, Mr. Winslow Homer hired me to row him out near the fishing boats so he could sketch the scene then later he made paintings from those sketches like this one.  He thought the fishermen were like heroes, battling the wind and storms and rough seas doing a job that could sometimes be very dangerous and that's how he painted them.
Man 1:  Yes, especially in a storm with those big waves.  But can you please explain something else, the older man on the right is pulling in the herring, what's the young man doing on the other side of the boat?
Woman 1:  Good question.  Let's all think about that before Mr. Googins tells us.  Press play when you're ready to hear."""
The Weaver,353.mp3,"""<music plays>
Luis Jimenez:  Hola.  Have you come to watch me weave this cloth?
Woman 1:  Yes, if you don't mind.  Your name is Luis Jimenez, correct?
Luis Jimenez:  Si.  I am Mexican and I am a writer and a weaver and sometimes I pose for my artist friends like Diego Rivera.  He had me pose for this painting.  See his name in the lower right corner of the painting? 
Woman 1:  Why did he want to paint you weaving?
Luis Jimenez:  A very good question.  While I tell you, see if you can tell how many colors I am using in this weaving.  Bueno.  Diego is proud to be Mexican and proud of the art like weaving which we have practiced for a long, long time even from the time before the Spanish were here.
Woman 1:  Why were the Spanish in Mexico?
Luis Jimenez:  Ah, Spain conquered our country in the 1500s and we were their colony until the 1800s then we fought for our independence and won it.  Oh yes, and by the way, I am weaving with four colors, red, blue, black and white.  Did you see them all?
Man 1:  I did, and I get it, but what I don't get is how you keep the cloth on that loom so nice and tight without a machine.
Woman 1:  Good question.  Let's all try to solve that before Luis tells us the answer.  When you're ready to hear, press play."""
Relief of a Falling Warrior,354.mp3,"""Woman 1:  Would you like to have this sculpture of a warrior hanging on a wall in your home?  A wealthy Roman hired a sculptor to make it almost 2,000 years ago.
Man 1:  So is this a Roman warrior?
Woman 1:  No, he's a Greek warrior.  The Roman sculptor copied a statue by a Greek sculptor named Phidias.  The Romans really admired the Greeks from centuries earlier especially their art and often copied their statues.  The warrior has just been wounded in the back and he's sinking to the ground.  See his right hand reaching behind him, do you think looks afraid or like he's in pain?
Man 1:  No, I think he looks very calm and very brave but I don't think it looks like a real battle scene.  Where's his helmet and his weapon?  At least he's got a shield.
Woman 1:  Let's ask the Greek sculptor, Phidias who made the original work.  Excuse us, Mr. Phidias, sir, if this is a Greek warrior in battle, why does he wear only a cape and carry only a shield?
Phidias:  Ah, because I wanted him to look more like a hero or a great athlete than a soldier.  Look at the muscles in his chest and see the headband he wears, that's what Greek athletes wore.  Greek soldiers were athletes too and competing in sports, it was part of their training for battle.  If you think he looks brave and heroic then I'm happy.  Excuse me, I have to get back to work now.
Woman 1:  Thank you, Mr. Phidias.  If you could make a statue of one of your heroes, who would you choose?"""
"God Ganesha, Remover of Obstacles",357.mp3,"""Woman 1:  Meet Ganesha.  I like him because he had a famous sweet tooth.  See the hard round object he's holding in his left hand, that's a bowl of sweets.
Man 1:  Is he a boy or an elephant?
Woman 1:  He was a boy who became a god in the Hindu religion.  People who practice Hinduism call him the Lord of Beginnings, they pray to Ganesha before beginning a school year or taking a trip or starting a business.  You're right, he does look like an elephant and here's the story why.  
Woman 2:  The story is told from ancient times of a female goddess named Parvati, she had a son, Ganesha and one day she wanted to take a bath and she told her son to guard the door and let no one come in, absolutely no one.  But then Parvati's husband, the great Hindu god Shiva who had not yet met Parvati's son came along and demanded to come in.  They boy wouldn't let him in and Shiva got so angry that he cut off the boy's head.  When Shiva realized that he had cut off the head of Parvati's son, he felt so sorry that he sent his attendants out and told them to bring back the head of the first creature they met.  They came back with the head of an elephant.  <elephant roars>  Shiva put it on the boy's body and Ganesha came back to life.  So the story had a happy ending.  And over the years, Ganesha became known as a happy funny god with a big round belly because he likes to eat so much especially candy.
Woman 1:  Because Ganesha was so brave in guarding the door, Hindus also worship him as the Guardian of Entrances and you see pictures or statues of him near many doorways and he often has a bowl of candy in his hand."""
Boar Incarnation of God Vishnu (Varaha) Lifting the Earth Goddess Bhudevi,358.mp3,"""Man 1:  This sculpture shows the Hindu god Vishnu, it was carved in India out of sandstone 1,000 years ago and it has quite a story.
Woman 1:  Vishnu is a god who watches over the world and keeps it safe.  To do that, he has changed into ten different heroic beings throughout history to save it.  In this sculpture he has the body of a man and the head of a boar, a wild pig, but you can tell it's Vishnu because he carries a seashell in one hand, a musical instrument he blows into to scare off demons.  By the way, Vishnu had four arms but on this statue two are broken off.
Man 1:  There are more things to see in this sculpture but first, here's the story of what this sculpture is all about.
Man 3:  The story took place a long time ago, how the earth goddess, Prithvi was floating peacefully on the sea when a demon captured her and took her to the bottom of the ocean.  Ocean waves began to flood the earth and people were scared and the earth goddess cried out to Vishnu for help, so Vishnu turned himself into Varaha, a wild boar, a fierce creature of the land who can also fight in water.  Varaha dove to the bottom of the ocean, defeated the demon and rescued Prithvi and the earth was safe once again.
Woman 1:  In this sculpture you can see sea snakes trying to wrap themselves around Varaha's legs but he has won and he is looking up at the rescued Prithvi who's the earth goddess."""
Secretary Cabinet,359.mp3,"""<music plays>
Woman 1:  Do you have a desk or a table at home where you do your homework?  I bet it's not red and gold and covered with paintings like this cabinet.
Man 1:  The slanted front of this cabinet flips down to make the desktop.  Look at all the drawers and cubby holes and slots where you can store stuff.  I bet there are secret compartments too.
Woman 1:  If this were your desk, what would store in all those compartments?  I'd put in my notebooks, my pens and pencils, my crayons and markets, maybe I'd fill a small drawer with stickers, another with paperclips and I think I'd keep one drawer filled with jelly beans.
Child:  Yummy.
Man 1:  Where do you think this piece of furniture was made?  The people in the paintings look like they might be Chinese.
Woman 1:  The cabinet was made in England in the 1700s and was decorated with imitation Chinese paintings.  People in Europe had started traveling to China more and more and fell in love with Chinese art and design.  So they began to decorate their furniture with Chinese paintings.  The biggest paintings here are inside the cabinet doors.  On the left is a woman holding a palm branch, on the right is a warrior holding a banner.  What other paintings can you see?
Man 1:  I see people riding in chariots and on horses and lots of flowers and birds.
Woman 1:  The outside of the cabinet doors are mirrors, they helped reflect the light of candles in the room to make the room brighter.  Remember, this was way before electric lights.  
Man 1:  There's so much to look at, I might not get my homework done if I was sitting at this desk.  How about you?"""
Paris Street; Rainy Day,363.mp3,"""<music plays>
Woman 1:  Bonjour and welcome to modern Paris.
Man 1:  This doesn't look like a modern city, it looks old.  
Woman 1:  You're right, it was painted almost 150 years ago in 1877 by the French artist, Gustav Caillebotte.  But back then, this was the new modern Paris and Caillebotte wanted to paint it.  The city had been rebuilt, dark narrow streets filled with small buildings were replaced with wide, bright avenues and tall large buildings.
Man 1:  But if he wanted to make the city look good, why paint it in the rain?
Woman 1:  To show off a modern invention of the time, umbrellas, notice that everybody has one.  He also was showing off another new invention and it divides the painting into two parts, left and right.  Can you tell what it is?
Man 1:  I see a lamp post right in the middle, were lamp posts new?
Woman 1:  These were because they were powered by gas.  Remember, this is before electric lights were invented, it was dark at night and a little spooky.  Gas lamp posts made it easier for people to go out at night.
Man 1:  You know what's funny, the left side feels so open but on the right side, it looks like there's no space.  I think the man and woman together don't see the man on the right edge of the painting coming at them.
Woman 1:  What do you think, is there about to be a crash of umbrellas?  
Woman 3:  Oh zut [ph?].
Man 4:  Oh pardon.  Excusez-moi."""
E-31: Japanese Traditional Interior,364.mp3,"""<gong sounds>
Woman 1:  To find the Japanese room, enter the Thorne Room's gallery, walk past the information counter and turn right.  Did you ever play with a dollhouse?  Then you might like the rooms inside these boxes, they're called the Thorne Rooms after Mrs. James Ward Thorne who put these rooms together and then donated them to the Art Institute.
Man 1:  But Mrs. Thorne wasn't making dollhouses to play with, this one shows how a traditional Japanese home looked, it's not filled with a lot of furniture because that's how the Japanese liked it.  Mrs. Thorne wanted her rooms to show how people lived in different countries and at different times.  She had traveled the world and had visited many of the countries represented here.
Woman 1:  She hired 30 men and women to help her design and build everything you see and they used the same materials as you'd find in a real house.  In these rooms, something that's one inch long would be one foot long in real life.  If you are four feet tall, inside the boxes you would shrink to four inches tall.
Man 1:  This Japanese room shows the main living space of a home, called a zajiki [ph?].  If you could go inside this house, what would you explore?  Would you bring anybody with you?  Ask the people you're with what they think too.  Through a sliding door on the right, you can see outside into a garden, on the left side, you can see a woman's dressing room complete with tiny kimonos for her to wear. 
Woman 1:  The house is filled with art, especially on the back well, there are sculptures, vases and on the right hangs a long scroll.  In the front toward the right is a low table that's a writing desk.
Man 1:  You may be wondering where did people sleep.  Well, in a traditional Japanese home, people slept on thick quilts that were kept rolled up during the day.  At night they'd unroll them in this room.
Woman 1:  There are 68 rooms in this gallery, the ones nearby are a Chinese room and a German room.  Take a look at them too.
<gong sounds>"""
Buddha,401.mp3,"""Narrator: Woman 4:  This object of great dignity and nobility was made in China sometime in the 8th Century.  Buddhism had first come to China from India about six centuries earlier but it flourished during the Tang Dynasty when this sculpture was made.  The Buddha sits cross-legged on a lotus throne, his eyes are slightly open looking down at us in meditation, he wears simple monks' robes and no jewelry.  Notice his elongated ear lobes where he removed his heavy earrings, they're a reminder of when he renounced worldly pleasures and gave up his possessions in pursuit of spiritual enlightenment.  A sign of his enlightenment is the bump on the top of his head called an ushnisha.  A statue of Buddha may have any combination of 32 marks called Lakshanas that indicate his superior status, for example, his idealized physique, the ushnisha and the round dot in the center of his forehead called an urna.  Buddhas are often shown in postures of meditation.  Notice too that the Buddha's chest appears inflated, it's filled with prana, life giving air.  If you turn around, you'll see two bodhisattvas, they're in the niches nearby on the platforms flanking the staircase.  Bodhisattvas are compassionate beings who have attained enlightenment but choose to remain in this world to help the rest of us get there.  They're portrayed as princes, their hair combed in high top knots and wearing arm bands and necklaces.  Originally these bodhisattvas flanked the Buddha and were part of a larger grouping placed on an altar or platform inside a temple.  Together they were meant to help the worshiper visualize the land of enlightenment.  It's hard to miss the sensuality of the Buddha's physical form especially his face, it is a sign of how Indian art influenced Chinese art.  This sculpture was a gift to the Art Institute from Lucy Maud Buckingham, an early supporter of the Art Institute and the same woman who gave the Buckingham Fountain in Grant Park and the great statue of Alexander Hamilton in Lincoln Park to the citizens of Chicago.  Lucy Maud Buckingham was a great patron of the arts in Chicago, she and many others since have contributed greatly to the cultural life of our great city."""
Seated Bodhisattva,402.mp3,"""Narrator: We now stand in front of a bodhisattva, in Japanese, a bosatsu from the Nara period.  It was made sometime in the late 8th Century and was probably once part of a larger group of deity figures.  The bodhisattva still wears the decorative trappings of the material world like jewelry and elaborate robes unlike the Buddha who has given up such things.  His hands with thumbs and index fingers touching are in a gesture of teaching.  The bodhisattva chose to remain among us after achieving enlightenment in order to help the rest of us pursue our spiritual liberation.  It was during the Nara period that Buddhism initially flowered in Japan and the city of Nara was its center.  Gathered in Nara were the greatest artists of the time and the quality of this sculpture is exceptional, it's carved from many pieces of wood over which the sculptor layered lacquer and gold leaf.  It's a very beautiful object even though or perhaps because the original gold color has been blackened by soot from countless prayer candles.  This is one of those very, very rare examples, one of three we think of Nara school sculpture in the United States.  And it's interesting to note that the flowering of Buddhist art in Nara Japan was simultaneous with the achievement of Tang culture in China.  If you go look at the enormous Tang Chinese stone Buddha in the main hall outside this gallery, you can compare the two.  The obvious difference is in scale, the monumentality of the Chinese versus the intimacy of the Japanese.  But there is an eloquence and an elegance that unites them."""
Bird Shaped Ewer with Crowned Rider Holding a Bowl,404.mp3,"""Narrator: This beautiful ceramic sculpture depicting a bird was made a millennium ago during the Goryeo Dynasty in Korea, it is a ewer or pitcher made of stoneware with a celadon glaze.  The celadon technique gives this pitcher and the other ceramics in this gallery their beautiful bluish green colors.  Celadon came to Korea from China but Korean potters created superb versions of their own and the Goryeo Dynasty is particularly known for the flowering of celadon.  The bird's body resembles a duck but its head is crowned with a rooster's coxcomb and the wings seem small for the body.  Even more curious and whimsical is the human figure standing on the bird's back holding a bowl.  If you look through the glaze, you can see the body of these vessels is a cool grey, the details of the bird and the rider's clothing were carefully incised in the clay before glazing.  Celadon glaze has a lot of iron in it and when this vessel was fired in a very hot oxygen starved kiln, the iron turned green.  In the areas where the glaze is thin like the edges of the wings, it turned slightly brown.  You can see the deepest blue green color in the places where the glaze pooled like the carved areas around the figure.  Notice also how the glaze crackled across the surface, it's a very feeling work of art and a technical achievement of a high order.  In this gallery you can look at many other examples of celadon glazed ceramics, some are darker blue, some are more blue green.  Look for those with the most delicate and consistent glazes, these are the most prized by connoisseurs of East Asian ceramics."""
Food Vessel (Fangding),405.mp3,"""Narrator: This is a rectangular bronze cauldron, a ritual food vessel called a fang ding or ding for short.  It's from the Shang Dynasty, China's earliest known dynasty and dates to the 12th to 11th Century BC or more than 3,000 years ago.  This fact alone is extraordinary especially when we recall that Greek bronzes of comparable quality were not produced until the 5th or 6th Century BC or some 800 years later.  Notice the stout legs, massive handles and substantial body of this otherwise diminutive vessel.  There is always a boldness to Shang bronzes, a physical firmness to their full forms and a refinement to the detail decoration too with an emphasis on symmetry.  Look closely and you can see mirrored pairs of birds in profile cast in high relief atop each wall, their long trailing tails and feathers stand out from a background of squared spirals.  At the top of each leg, you can see ogre masks known as taotie, bisecting each of these masks projecting out at a diagonal are thick flanges edged with curving forms.  Vessels of this style are associated with Anyang which was the center of the Shang Dynasty in its late period.  Similar vessels have been found in tombs at Anyang and other regions of North China.  They were probably ritual objects used to hold food offerings for ancestors.  Notably, this vessel is a historical document as well as a work of art.  If you look inside the vessel you will see an inscription on the bottom, it records the name of someone's father in whose memory the vessel was dedicated."""
Veranda Post of Enthroned King and Senior Wife (Opo Ogoga),408.mp3,"""Narrator: This towering sculpture once greeted visitors entering the palace of the king or ogoga of Ikere, a small town in South Western Nigeria.  He is depicted at center seated on his throne.  Behind the king stands his senior wife while smaller figures stand or kneel at the king's feet.  It's a dynamic and visually complex sculpture made by Olowe of Ise, one of the greatest Yoruba sculptors of the 20th Century.  Olowe lived in residence at the Ogoga's palace from 1914 to 1918 and sculpted numerous objects for him.  Like many Yoruba sculptures, hierarchy is integral to the meaning of this work, the size and solidity of the senior wife is symbolic of the importance of women in Yoruba society.  She gazes downward toward the smaller king, her hands rest protectively on his throne, in fact, her pose is meant to remind us that at his coronation it is the senior wife who stands behind the king and places the crown on his head.  In other words, men can't rule without the support of women.  Walk around and look at the multiple strands of beads around her waist and the scarification on her back, both signs of her high status.  Her body is blue.  If we walk back around to the front, we can see that the king on the other hand was painted in a deep reddish color which has since faded.  This color combination not only suggests a complementary balance between the two, it also carries a symbolic meaning.  For the Yoruba, blue is symbolic of atutu [ph?], a concept referring to the inner power and calm reserve of women.  Red is symbolic of assay [ph?] or the king's power and life force.  Although the king is small, he is the center of the composition, on top of his head is a conical beaded crown, a sign of his divine origin and a link to past rulers.  Such a crown can be seen in the case to the right.  The faces depicted on Yoruban crowns have multiple meanings.  One interpretation is that they represent the king's ancestors and their spiritual power among the living."""
Oba's Altar Tusk,409.mp3,"""Narrator: Africa has a long and rich artistic legacy and the sophisticated ivory and brass sculptures of the Kingdom of Benin, in present day Nigeria are among its most celebrated masterpieces.  They first came to the attention of Europeans and Americans in 1897 following the sacking of Benin City by British forces.  The refined plaque fragment on the back wall of this case was purchased by the Art Institute in 1933 and was one of the first African artworks to enter the museum's collection.  The large and sumptuously embellished elephant tusk to the left previously stood on the royal altar atop a brass head.  You can see one of these brass heads made to support a smaller tusk to the right.  In Benin, the oba or king is considered a divine ruler, he typically commissions altar tusks when he ascends to the throne.  This tusk was made for Oba Odolo who was in oba in the 1860s.  Like all tusks, its covered in relief sculpture depicting past obas as well as palace priests, warriors and other symbols of royalty and power.  Together these images legitimize the ancestry of the oba.  The image of a mudfish appears several times, for instance towards the tusk's bottom we can see an oba holding two abstracted mudfish aloft in his hands.  They have long whiskers like catfish, different types of mudfish are found in the rivers of Southern Nigeria.  One species' powerful electric shock is associated with the oba's power over his enemies.  Other species can survive on land and water symbolizing the oba's ability to live in both the human and spiritual realms.  But beyond the imagery carved on this tusk, ivory itself was a symbol of the oba's power and legitimacy.  In the 18th and 19th Centuries, obas held a virtual monopoly on the ivory trade.  Beyond its value as a trade good, carved ivory brings to mind the wisdom, strength and long life of the elephant, important foundations for the authority of Benin's ruler."""
Figure of a Seated Leader,410.mp3,"""Narrator: This is a figure of a seated chieftain, it comes from Vera Cruz along the Gulf Coast of present day Mexico and it was made sometime between the years 300 and 600 AD.  The arts of the ancient civilizations of Mexico and Central America are among the world's finest, especially their achievements in ceramics and stoneware sculpture and this piece is an exceptional example.  The figure sits in a position of authority, an authority that derives from the concentrated tense power of his form, the attributes of his costume and the dignity of his expression.  It's made of fire terracotta clay, the natural color of the clay has dark patched due to uneven firing adding drama to the figure.  Complementing the abstracted simplified body shape are the elegant headdress, ornate jewelry and an embroidered kilt.  As far as who is depicted and how this sculpture was used, we can't be sure.  These kinds of figures seldom depict gods, most, like this one, appear to represent individuals of high rank, they would have been ancestors of aristocratic family lineages.  Like others of its type, this figure probably once stood inside or in front of a small house like temple built upon a flat topped pyramid platform.  It is an effigy intended as a memorial to the deceased.  It looks to be in excellent condition but apparently was, like many others intentionally shattered on the steps of a pyramid, perhaps as an offering to the ancestral dead.  But it may have been destroyed by rivals or an enemy people.  It has since been carefully reconstructed."""
Standing Male Figure,411.mp3,"""Narrator: Dating to between 650 and 800 AD, these small figures are roughly contemporary to the life size seated figure behind you.  These figures have been found in the Yucatan Peninsula and nearby areas of present day Mexico in the heartlands of ancient Maya civilization.  They are astounding achievements in working with clay on a small almost jewel like scale.  They are partly made from molds then further modeled, fired and painted.  Notice the anatomical features of the bodies and the expressions of the faces, they're absolutely convincing portrayals of human form and character.  In terms of what they're for, they were tomb figures, many are warriors such as this tall standing man meant to acknowledge the fighting spirit of the deceased.  The exceptionally charming standing male figure, the red one holding his round belly up is a rattle in the form of a mythological figure and that belly no doubt has pellets in it that rattle to invoke a supernatural spirit accompanied by musical chance.  Notice the way the foreground figure is being pulled forward by his belly, his shoulders are dropped, the pose is amazing, he looks so lifelike like the Maya people we see living in the Yucatan today.  He, like other figures nearby is certainly not a mythological creature, they portray the people living in a particular time and place, they have human character.  When you walk by, if you spend just a second you will be transfixed by them, they truly provide one of the most magical moments in the museum."""
